ocaml	ocaml/opam	https://github.com/ocaml/opam.git	opam itself	2.5.2
ocaml	ocsigen/lwt	https://github.com/ocsigen/lwt.git	opam	6.1.2
perl	openresty/lua-nginx-module	https://github.com/openresty/lua-nginx-module.git	mixed lua/perl tests	v0.10.31
cpp	openssl/openssl	https://github.com/openssl/openssl.git	perl-build	openssl-4.0.1
perl	perl5-dbi/dbi	https://github.com/perl5-dbi/dbi.git	no lockfile	1.651
perl	plack/Plack	https://github.com/plack/Plack.git	cpanfile	1.0054
ruby	puma/puma	https://github.com/puma/puma.git	gemfile	v8.0.2
r	r-lib/devtools	https://github.com/r-lib/devtools.git	DESCRIPTION	v2.5.2
r	r-lib/httr2	https://github.com/r-lib/httr2.git	DESCRIPTION	v1.3.0
r	r-lib/testthat	https://github.com/r-lib/testthat.git	DESCRIPTION	v3.3.2
ruby	rack/rack	https://github.com/rack/rack.git	gemspec-nolock	v3.2.6
ruby	rspec/rspec-core	https://github.com/rspec/rspec-core.git	gemspec-nolock	v3.13.2
r	rstudio/renv	https://github.com/rstudio/renv.git	renv.lock, the R lockfile	v1.2.4
ruby	rubocop/rubocop	https://github.com/rubocop/rubocop.git	gemfile	v1.89.0
ruby	ruby-grape/grape	https://github.com/ruby-grape/grape.git	gemspec	v3.3.5
ruby	sass/sassc-ruby	https://github.com/sass/sassc-ruby.git	gemspec	v2.4.0
ruby	sidekiq/sidekiq	https://github.com/sidekiq/sidekiq.git	gemfile	v8.1.6
ruby	sinatra/sinatra	https://github.com/sinatra/sinatra.git	gemfile	v4.2.1
other	sindresorhus/awesome	https://github.com/sindresorhus/awesome.git	top-100, markdown only	@default
ruby	solidusio/solidus	https://github.com/solidusio/solidus.git	monorepo gems	v4.7.0
terraform	terraform-aws-modules/terraform-aws-eks	https://github.com/terraform-aws-modules/terraform-aws-eks.git	hcl	v21.24.2
terraform	terraform-aws-modules/terraform-aws-rds	https://github.com/terraform-aws-modules/terraform-aws-rds.git	hcl	v7.2.1
terraform	terraform-aws-modules/terraform-aws-s3-bucket	https://github.com/terraform-aws-modules/terraform-aws-s3-bucket.git	hcl	v5.15.4
terraform	terraform-aws-modules/terraform-aws-security-group	https://github.com/terraform-aws-modules/terraform-aws-security-group.git	hcl	v6.0.0
terraform	terraform-aws-modules/terraform-aws-vpc	https://github.com/terraform-aws-modules/terraform-aws-vpc.git	hcl	v6.6.1
r	tidyverse/dplyr	https://github.com/tidyverse/dplyr.git	DESCRIPTION	v1.2.1
r	tidyverse/ggplot2	https://github.com/tidyverse/ggplot2.git	DESCRIPTION	v4.0.3
r	tidyverse/tidyr	https://github.com/tidyverse/tidyr.git	DESCRIPTION	v1.3.2
nim	treeform/pixie	https://github.com/treeform/pixie.git	nimble	6.1.0
python	ytdl-org/youtube-dl	https://github.com/ytdl-org/youtube-dl.git	top-100, setup.py	2021.12.17
other	ziglang/zig	https://github.com/ziglang/zig.git	zig-unsupported	0.15.2
zig	zigtools/zls	https://github.com/zigtools/zls.git	build.zig.zon	0.16.0
zig	zigzap/zap	https://github.com/zigzap/zap.git	build.zig.zon, http	v0.11.0
